chavematricula;codmaricula;ra;codcurso;serie;codturno;codunidade;unidade;codturma;siglaturno;tipocurso;datamatricula;coddisciplina;sigladisciplina;status
01177BPEDN1A;1247BPEDN1A;100773;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1063;507_081_PPI;Ativo
01178LBDIN2A;1285LBDIN2A;100774;128;5;2;1;LIBERDADE;LBDIN2A;N2;TECNOLOGICO;29/07/21;9999;Matricula;Trancado
01179LADSN2A;1262LADSN2A;100775;126;2;2;1;LIBERDADE;LADSN2A;N2;TECNOLOGICO;15/06/21;9999;Matricula;Trancado
01180LMATM1A;1233LMATM1A;100776;123;3;3;1;LIBERDADE;LMATM1A;M1;BACHARELADO;17/06/21;1213;1261213ALG;Ativo
01181BLIPM2A;1373BLIPM2A;100777;137;3;4;2;BRIGADEIRO;BLIPM2A;M2;LICENCIATURA;09/06/21;9999;Matricula;Cancelado
01182LREDM2A;1321LREDM2A;100778;132;1;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;12/06/21;9999;Matricula;Cancelado
01183BSIDM1A;1354BSIDM1A;100779;135;4;3;2;BRIGADEIRO;BSIDM1A;M1;TECNOLOGICO;21/07/21;9999;Matricula;Cancelado
01184LBLCN2A;1291LBLCN2A;100780;129;1;2;1;LIBERDADE;LBLCN2A;N2;TECNOLOGICO;09/07/21;9999;Matricula;Trancado
01185LSISN1A;1253LSISN1A;100781;125;3;1;1;LIBERDADE;LSISN1A;N1;BACHARELADO;03/06/21;9999;Matricula;Trancado
01186BCCPN1A;1216BCCPN1A;100782;121;6;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;25/07/21;9999;Matricula;Trancado
01187LADMN2A;1205LADMN2A;100783;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;23/07/21;527;105_081_EGPR;Ativo
01188LADMN2A;1205LADMN2A;100783;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;23/07/21;528;105_081_GTI;Ativo
01189LADMN2A;1205LADMN2A;100783;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;23/07/21;529;105_081_GP;Ativo
01190LADMN2A;1205LADMN2A;100783;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;23/07/21;530;105_081_PO;Ativo
01191LADMN2A;1205LADMN2A;100783;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;23/07/21;531;105_081_PPIN;Ativo
01192BICCN1A;1302BICCN1A;100784;130;2;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;06/06/21;9999;Matricula;Trancado
01193BLICN2A;1383BLICN2A;100785;138;3;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;25/06/21;9999;Matricula;Concluido
01194BMATN1A;1238BMATN1A;100786;123;8;1;2;BRIGADEIRO;BMATN1A;N1;BACHARELADO;07/07/21;1213;1261213ALG;Ativo
01195LSECM2A;1333LSECM2A;100787;133;3;4;1;LIBERDADE;LSECM2A;M2;TECNOLOGICO;15/06/21;9999;Matricula;Cancelado
01196LSGIN2A;1345LSGIN2A;100788;134;5;2;1;LIBERDADE;LSGIN2A;N2;TECNOLOGICO;03/07/21;9999;Matricula;Concluido
01197BLICN2A;1383BLICN2A;100789;138;3;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;17/06/21;9999;Matricula;Cancelado
01198BPEDN2A;1247BPEDN2A;100790;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;12/07/21;1058;507_081_APMD;Ativo
01199BPEDN2A;1247BPEDN2A;100790;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;12/07/21;1059;507_081_FI;Ativo
01200BPEDN2A;1247BPEDN2A;100790;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;12/07/21;1060;507_081_MA;Ativo
01201BPEDN2A;1247BPEDN2A;100790;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;12/07/21;1061;507_081_MEH;Ativo
01202BPEDN2A;1247BPEDN2A;100790;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;12/07/21;1062;507_081_TCC;Ativo
01203BPEDN2A;1247BPEDN2A;100790;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;12/07/21;1063;507_081_PPI;Ativo
01204LSISM2A;1258LSISM2A;100791;125;8;4;1;LIBERDADE;LSISM2A;M2;BACHARELADO;19/07/21;9999;Matricula;Trancado
01205LCCTN1A;1222LCCTN1A;100792;122;2;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;11/06/21;661;302_092_CI;Ativo
01206LCCTN1A;1222LCCTN1A;100792;122;2;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;11/06/21;662;302_092_FA;Ativo
01207LCCTN1A;1222LCCTN1A;100792;122;2;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;11/06/21;663;302_092_LP;Ativo
01208LCCTN1A;1222LCCTN1A;100792;122;2;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;11/06/21;664;302_092_MF;Ativo
01209LCCTN1A;1222LCCTN1A;100792;122;2;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;11/06/21;665;302_092_PPI;Ativo
01210LICCN1A;1301LICCN1A;100793;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;23/07/21;1168;701_092_AP;Ativo
01211LICCN1A;1301LICCN1A;100793;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;23/07/21;1169;701_092_IB;Ativo
01212LICCN1A;1301LICCN1A;100793;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;23/07/21;1170;701_092_LP;Ativo
01213LICCN1A;1301LICCN1A;100793;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;23/07/21;1171;701_092_M;Ativo
01214LICCN1A;1301LICCN1A;100793;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;23/07/21;1172;701_092_PPI;Ativo
01215BBDDN2A;1271BBDDN2A;100794;127;1;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;17/07/21;9999;Matricula;Trancado
01216BBLCM2A;1295BBLCM2A;100795;129;5;4;2;BRIGADEIRO;BBLCM2A;M2;TECNOLOGICO;20/07/21;9999;Matricula;Trancado
01217LSECN1A;1332LSECN1A;100796;133;2;1;1;LIBERDADE;LSECN1A;N1;TECNOLOGICO;30/07/21;9999;Matricula;Trancado
01218LPEDM2A;1241LPEDM2A;100797;124;1;4;1;LIBERDADE;LPEDM2A;M2;BACHARELADO;25/07/21;9999;Matricula;Concluido
01219LADSN2A;1263LADSN2A;100798;126;3;2;1;LIBERDADE;LADSN2A;N2;TECNOLOGICO;09/07/21;9999;Matricula;Cancelado
01220BSIDN2A;1352BSIDN2A;100799;135;2;2;2;BRIGADEIRO;BSIDN2A;N2;TECNOLOGICO;22/07/21;9999;Matricula;Concluido
01221LADMN2A;1206LADMN2A;100800;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;30/06/21;532;106_081_FC;Ativo
01222LADMN2A;1206LADMN2A;100800;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;30/06/21;538;106_081_GPE;Ativo
01223LADMN2A;1206LADMN2A;100800;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;30/06/21;534;106_081_LE;Ativo
01224LADMN2A;1206LADMN2A;100800;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;30/06/21;535;106_081_M;Ativo
01225LADMN2A;1206LADMN2A;100800;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;30/06/21;536;106_081_MF;Ativo
01226LADMN2A;1206LADMN2A;100800;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;30/06/21;539;106_081_PPIN;Ativo
01227LADSM1A;1262LADSM1A;100801;126;2;3;1;LIBERDADE;LADSM1A;M1;TECNOLOGICO;08/06/21;9999;Matricula;Trancado
01228BPEDM2A;1246BPEDM2A;100802;124;6;4;2;BRIGADEIRO;BPEDM2A;M2;BACHARELADO;06/07/21;9999;Matricula;Cancelado
01229BADMM1A;1207BADMM1A;100803;120;7;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;17/07/21;9999;Matricula;Cancelado
01230LREDM2A;1321LREDM2A;100804;132;1;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;04/07/21;9999;Matricula;Concluido
01231LBLCM2A;1295LBLCM2A;100805;129;5;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;11/06/21;9999;Matricula;Concluido
01232LBDDM2A;1271LBDDM2A;100806;127;1;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;08/06/21;9999;Matricula;Concluido
01233BBLCM2A;1292BBLCM2A;100807;129;2;4;2;BRIGADEIRO;BBLCM2A;M2;TECNOLOGICO;05/06/21;9999;Matricula;Concluido
01234BPEDM1A;1246BPEDM1A;100808;124;6;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;08/07/21;9999;Matricula;Cancelado
01235BADSN1A;1264BADSN1A;100809;126;4;1;2;BRIGADEIRO;BADSN1A;N1;TECNOLOGICO;06/07/21;9999;Matricula;Cancelado
01236BBDDN1A;1273BBDDN1A;100810;127;3;1;2;BRIGADEIRO;BBDDN1A;N1;TECNOLOGICO;11/07/21;9999;Matricula;Concluido
01237LBLCN1A;1291LBLCN1A;100811;129;1;1;1;LIBERDADE;LBLCN1A;N1;TECNOLOGICO;25/07/21;9999;Matricula;Concluido
01238BCCTM1A;1227BCCTM1A;100812;122;7;3;2;BRIGADEIRO;BCCTM1A;M1;BACHARELADO;16/06/21;9999;Matricula;Trancado
01239BSGIN1A;1345BSGIN1A;100813;134;5;1;2;BRIGADEIRO;BSGIN1A;N1;TECNOLOGICO;10/07/21;9999;Matricula;Trancado
01240LLIPN1A;1372LLIPN1A;100814;137;2;1;1;LIBERDADE;LLIPN1A;N1;LICENCIATURA;25/06/21;9999;Matricula;Trancado
01241BREDN2A;1325BREDN2A;100815;132;5;2;2;BRIGADEIRO;BREDN2A;N2;TECNOLOGICO;09/07/21;9999;Matricula;Trancado
01242LICCN1A;1302LICCN1A;100816;130;2;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;30/07/21;9999;Matricula;Cancelado
01243LICCN1A;1301LICCN1A;100817;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;13/07/21;1168;701_092_AP;Ativo
01244LICCN1A;1301LICCN1A;100817;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;13/07/21;1169;701_092_IB;Ativo
01245LICCN1A;1301LICCN1A;100817;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;13/07/21;1170;701_092_LP;Ativo
01246LICCN1A;1301LICCN1A;100817;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;13/07/21;1171;701_092_M;Ativo
01247LICCN1A;1301LICCN1A;100817;130;1;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;13/07/21;1172;701_092_PPI;Ativo
01248BCCPN1A;1211BCCPN1A;100818;121;1;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;05/06/21;9999;Matricula;Concluido
01249LCCTM2A;1222LCCTM2A;100819;122;2;4;1;LIBERDADE;LCCTM2A;M2;BACHARELADO;24/07/21;9999;Matricula;Cancelado
01250BLICN1A;1381BLICN1A;100820;138;1;1;2;BRIGADEIRO;BLICN1A;N1;LICENCIATURA;12/07/21;9999;Matricula;Trancado
01251LBLCN1A;1293LBLCN1A;100821;129;3;1;1;LIBERDADE;LBLCN1A;N1;TECNOLOGICO;08/06/21;9999;Matricula;Trancado
01252LMATN2A;1234LMATN2A;100822;123;4;2;1;LIBERDADE;LMATN2A;N2;BACHARELADO;11/06/21;1241;1261241INT;Ativo
01253LSIDM1A;1354LSIDM1A;100823;135;4;3;1;LIBERDADE;LSIDM1A;M1;TECNOLOGICO;04/06/21;9999;Matricula;Cancelado
01254LMATM2A;1233LMATM2A;100824;123;3;4;1;LIBERDADE;LMATM2A;M2;BACHARELADO;06/07/21;1236;1261236GEV;Ativo
01255BBDIM1A;1285BBDIM1A;100825;128;5;3;2;BRIGADEIRO;BBDIM1A;M1;TECNOLOGICO;05/06/21;9999;Matricula;Concluido
01256LSISN2A;1258LSISN2A;100826;125;8;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;10/06/21;1207;708_081_ELTI;Ativo
01257LSISN2A;1258LSISN2A;100826;125;8;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;10/06/21;1208;708_081_GTI;Ativo
01258LSISN2A;1258LSISN2A;100826;125;8;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;10/06/21;1209;708_081_IE;Ativo
01259LSISN2A;1258LSISN2A;100826;125;8;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;10/06/21;1210;708_081_PN;Ativo
01260LSISN2A;1258LSISN2A;100826;125;8;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;10/06/21;1211;708_081_STI;Ativo
01261LSISN2A;1258LSISN2A;100826;125;8;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;10/06/21;1212;708_081_TCC;Ativo
01262LBLCM2A;1293LBLCM2A;100827;129;3;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;24/07/21;9999;Matricula;Trancado
01263LADSN2A;1265LADSN2A;100828;126;5;2;1;LIBERDADE;LADSN2A;N2;TECNOLOGICO;13/07/21;9999;Matricula;Concluido
01264LSISN2A;1254LSISN2A;100829;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;25/07/21;1184;704_092_BD;Ativo
01265LSISN2A;1254LSISN2A;100829;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;25/07/21;1190;704_092_ES;Ativo
01266LSISN2A;1254LSISN2A;100829;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;25/07/21;1186;704_092_E;Ativo
01267LSISN2A;1254LSISN2A;100829;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;25/07/21;1187;704_092_MPN;Ativo
01268LSISN2A;1254LSISN2A;100829;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;25/07/21;1188;704_092_PPI;Ativo
01269LSISN2A;1254LSISN2A;100829;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;25/07/21;1189;704_092_TP;Ativo
01270BJGDM2A;1311BJGDM2A;100830;131;1;4;2;BRIGADEIRO;BJGDM2A;M2;TECNOLOGICO;16/06/21;9999;Matricula;Trancado
01271BICCM1A;1301BICCM1A;100831;130;1;3;2;BRIGADEIRO;BICCM1A;M1;TECNOLOGICO;09/06/21;9999;Matricula;Concluido
01272LSISM2A;1252LSISM2A;100832;125;2;4;1;LIBERDADE;LSISM2A;M2;BACHARELADO;20/07/21;9999;Matricula;Trancado
01273BLICM1A;1381BLICM1A;100833;138;1;3;2;BRIGADEIRO;BLICM1A;M1;LICENCIATURA;03/06/21;9999;Matricula;Cancelado
01274BREDN2A;1321BREDN2A;100834;132;1;2;2;BRIGADEIRO;BREDN2A;N2;TECNOLOGICO;23/06/21;9999;Matricula;Cancelado
01275BSGIN2A;1341BSGIN2A;100835;134;1;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;12/06/21;1168;701_092_AP;Ativo
01276BSGIN2A;1341BSGIN2A;100835;134;1;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;12/06/21;1169;701_092_IB;Ativo
01277BSGIN2A;1341BSGIN2A;100835;134;1;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;12/06/21;1170;701_092_LP;Ativo
01278BSGIN2A;1341BSGIN2A;100835;134;1;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;12/06/21;1171;701_092_M;Ativo
01279BSGIN2A;1341BSGIN2A;100835;134;1;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;12/06/21;1172;701_092_PPI;Ativo
01280BBDDN2A;1271BBDDN2A;100836;127;1;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;29/07/21;9999;Matricula;Concluido
01281LSIDN1A;1354LSIDN1A;100837;135;4;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;25/07/21;9999;Matricula;Cancelado
01282BCCPN1A;1217BCCPN1A;100838;121;7;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;22/06/21;9999;Matricula;Concluido
01283LICCM2A;1302LICCM2A;100839;130;2;4;1;LIBERDADE;LICCM2A;M2;TECNOLOGICO;19/07/21;9999;Matricula;Cancelado
01284BBLCM2A;1291BBLCM2A;100840;129;1;4;2;BRIGADEIRO;BBLCM2A;M2;TECNOLOGICO;16/06/21;9999;Matricula;Trancado
01285BENCN2A;1366BENCN2A;100841;136;6;2;2;BRIGADEIRO;BENCN2A;N2;ENGENHARIA;30/07/21;9999;Matricula;Concluido
01286LSECN2A;1331LSECN2A;100842;133;1;2;1;LIBERDADE;LSECN2A;N2;TECNOLOGICO;15/07/21;9999;Matricula;Trancado
01287LENCM1A;1366LENCM1A;100843;136;6;3;1;LIBERDADE;LENCM1A;M1;ENGENHARIA;18/07/21;9999;Matricula;Trancado
01288BPEDN2A;1243BPEDN2A;100844;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;20/07/21;1031;503_092_EI;Ativo
01289BPEDN2A;1243BPEDN2A;100844;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;20/07/21;1032;503_092_LI;Ativo
01290BPEDN2A;1243BPEDN2A;100844;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;20/07/21;1033;503_092_PE;Ativo
01291BPEDN2A;1243BPEDN2A;100844;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;20/07/21;1034;503_092_PPI;Ativo
01292BPEDN2A;1243BPEDN2A;100844;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;20/07/21;1035;503_092_PD;Ativo
01293BPEDN2A;1243BPEDN2A;100844;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;20/07/21;1036;503_092_TE;Ativo
01294LBLCM1A;1294LBLCM1A;100845;129;4;3;1;LIBERDADE;LBLCM1A;M1;TECNOLOGICO;03/07/21;9999;Matricula;Trancado
01295BLIPM2A;1376BLIPM2A;100846;137;6;4;2;BRIGADEIRO;BLIPM2A;M2;LICENCIATURA;01/07/21;9999;Matricula;Cancelado
01296LJGDN1A;1315LJGDN1A;100847;131;5;1;1;LIBERDADE;LJGDN1A;N1;TECNOLOGICO;22/06/21;9999;Matricula;Trancado
01297LSISN2A;1254LSISN2A;100848;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;13/06/21;1184;704_092_BD;Ativo
01298LSISN2A;1254LSISN2A;100848;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;13/06/21;1190;704_092_ES;Ativo
01299LSISN2A;1254LSISN2A;100848;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;13/06/21;1186;704_092_E;Ativo
01300LSISN2A;1254LSISN2A;100848;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;13/06/21;1187;704_092_MPN;Ativo
01301LSISN2A;1254LSISN2A;100848;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;13/06/21;1188;704_092_PPI;Ativo
01302LSISN2A;1254LSISN2A;100848;125;4;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;13/06/21;1189;704_092_TP;Ativo
01303LCCTM1A;1224LCCTM1A;100849;122;4;3;1;LIBERDADE;LCCTM1A;M1;BACHARELADO;15/07/21;9999;Matricula;Cancelado
01304LBLCM1A;1294LBLCM1A;100850;129;4;3;1;LIBERDADE;LBLCM1A;M1;TECNOLOGICO;17/07/21;9999;Matricula;Concluido
01305BSIDM1A;1353BSIDM1A;100851;135;3;3;2;BRIGADEIRO;BSIDM1A;M1;TECNOLOGICO;02/06/21;9999;Matricula;Cancelado
01306BREDM1A;1325BREDM1A;100852;132;5;3;2;BRIGADEIRO;BREDM1A;M1;TECNOLOGICO;20/07/21;9999;Matricula;Trancado
01307LENCN2A;1365LENCN2A;100853;136;5;2;1;LIBERDADE;LENCN2A;N2;ENGENHARIA;11/06/21;9999;Matricula;Cancelado
01308BREDM2A;1324BREDM2A;100854;132;4;4;2;BRIGADEIRO;BREDM2A;M2;TECNOLOGICO;19/07/21;9999;Matricula;Trancado
01309BENCM1A;1361BENCM1A;100855;136;1;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;28/06/21;1168;701_092_AP;Ativo
01310BENCM1A;1361BENCM1A;100855;136;1;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;28/06/21;1169;701_092_IB;Ativo
01311BENCM1A;1361BENCM1A;100855;136;1;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;28/06/21;1170;701_092_LP;Ativo
01312BENCM1A;1361BENCM1A;100855;136;1;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;28/06/21;1171;701_092_M;Ativo
01313BENCM1A;1361BENCM1A;100855;136;1;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;28/06/21;1172;701_092_PPI;Ativo
01314LLICM1A;1382LLICM1A;100856;138;2;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;16/07/21;9999;Matricula;Cancelado
01315BCCPM1A;1217BCCPM1A;100857;121;7;3;2;BRIGADEIRO;BCCPM1A;M1;BACHARELADO;18/07/21;9999;Matricula;Trancado
01316BBDDN2A;1275BBDDN2A;100858;127;5;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;30/06/21;9999;Matricula;Cancelado
01317BJGDN2A;1312BJGDN2A;100859;131;2;2;2;BRIGADEIRO;BJGDN2A;N2;TECNOLOGICO;17/06/21;9999;Matricula;Concluido
01318LADMM1A;1204LADMM1A;100860;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/07/21;521;104_081_ADF;Ativo
01319LADMM1A;1204LADMM1A;100860;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/07/21;522;104_081_CO;Ativo
01320LADMM1A;1204LADMM1A;100860;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/07/21;523;104_081_DEM;Ativo
01321LADMM1A;1204LADMM1A;100860;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/07/21;524;104_081_E;Ativo
01322LADMM1A;1204LADMM1A;100860;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/07/21;525;104_081_M;Ativo
01323LADMM1A;1204LADMM1A;100860;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/07/21;526;104_081_PPIN;Ativo
01324LCCTN1A;1221LCCTN1A;100861;122;1;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;07/07/21;9999;Matricula;Concluido
01325BCCPM2A;1214BCCPM2A;100862;121;4;4;2;BRIGADEIRO;BCCPM2A;M2;BACHARELADO;07/07/21;9999;Matricula;Trancado
01326LJGDM1A;1312LJGDM1A;100863;131;2;3;1;LIBERDADE;LJGDM1A;M1;TECNOLOGICO;18/07/21;9999;Matricula;Trancado
01327BADMN1A;1205BADMN1A;100864;120;5;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;01/06/21;9999;Matricula;Concluido
01328BPEDN2A;1248BPEDN2A;100865;124;8;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;01/06/21;9999;Matricula;Trancado
01329LBLCN1A;1291LBLCN1A;100866;129;1;1;1;LIBERDADE;LBLCN1A;N1;TECNOLOGICO;25/06/21;9999;Matricula;Trancado
01330BSGIM1A;1342BSGIM1A;100867;134;2;3;2;BRIGADEIRO;BSGIM1A;M1;TECNOLOGICO;25/07/21;9999;Matricula;Concluido
01331LADSM1A;1261LADSM1A;100868;126;1;3;1;LIBERDADE;LADSM1A;M1;TECNOLOGICO;08/06/21;9999;Matricula;Concluido
01332LCCTN2A;1227LCCTN2A;100869;122;7;2;1;LIBERDADE;LCCTN2A;N2;BACHARELADO;28/06/21;9999;Matricula;Concluido
01333LSIDN1A;1352LSIDN1A;100870;135;2;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;23/06/21;9999;Matricula;Trancado
01334BBDIM2A;1285BBDIM2A;100871;128;5;4;2;BRIGADEIRO;BBDIM2A;M2;TECNOLOGICO;06/06/21;9999;Matricula;Concluido
01335BENCM1A;1368BENCM1A;100872;136;8;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;10/06/21;9999;Matricula;Concluido
01336BADSN2A;1265BADSN2A;100873;126;5;2;2;BRIGADEIRO;BADSN2A;N2;TECNOLOGICO;27/06/21;9999;Matricula;Concluido
01337BMATN1A;1231BMATN1A;100874;123;1;1;2;BRIGADEIRO;BMATN1A;N1;BACHARELADO;10/07/21;1225;1261225ES1;Ativo
01338BSGIN2A;1344BSGIN2A;100875;134;4;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;13/07/21;9999;Matricula;Cancelado
01339LBLCM2A;1294LBLCM2A;100876;129;4;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;12/06/21;9999;Matricula;Cancelado
01340LADMM1A;1204LADMM1A;100877;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;30/06/21;521;104_081_ADF;Ativo
01341LADMM1A;1204LADMM1A;100877;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;30/06/21;522;104_081_CO;Ativo
01342LADMM1A;1204LADMM1A;100877;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;30/06/21;523;104_081_DEM;Ativo
01343LADMM1A;1204LADMM1A;100877;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;30/06/21;524;104_081_E;Ativo
01344LADMM1A;1204LADMM1A;100877;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;30/06/21;525;104_081_M;Ativo
01345LADMM1A;1204LADMM1A;100877;120;4;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;30/06/21;526;104_081_PPIN;Ativo
01346LBLCN2A;1295LBLCN2A;100878;129;5;2;1;LIBERDADE;LBLCN2A;N2;TECNOLOGICO;02/07/21;9999;Matricula;Trancado
01347LLIPM2A;1374LLIPM2A;100879;137;4;4;1;LIBERDADE;LLIPM2A;M2;LICENCIATURA;17/06/21;9999;Matricula;Trancado
01348BSGIM1A;1343BSGIM1A;100880;134;3;3;2;BRIGADEIRO;BSGIM1A;M1;TECNOLOGICO;11/06/21;9999;Matricula;Trancado
01349BSISN1A;1251BSISN1A;100881;125;1;1;2;BRIGADEIRO;BSISN1A;N1;BACHARELADO;04/07/21;9999;Matricula;Trancado
01350BICCN1A;1305BICCN1A;100882;130;5;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;30/07/21;9999;Matricula;Trancado
01351LICCN1A;1303LICCN1A;100883;130;3;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;11/06/21;9999;Matricula;Trancado
01352BBDIM2A;1284BBDIM2A;100884;128;4;4;2;BRIGADEIRO;BBDIM2A;M2;TECNOLOGICO;08/07/21;9999;Matricula;Trancado
01353LSECN1A;1331LSECN1A;100885;133;1;1;1;LIBERDADE;LSECN1A;N1;TECNOLOGICO;23/06/21;9999;Matricula;Cancelado
01354BCCTN2A;1221BCCTN2A;100886;122;1;2;2;BRIGADEIRO;BCCTN2A;N2;BACHARELADO;28/06/21;9999;Matricula;Concluido
