chavematricula;codmatricula;ra;codcurso;serie;coddisciplina;sigladisciplina;notan1;notan2;notaaps
01289LICCN1A;1301LICCN1A;101979;130;1;1170;701_092_LP;6.00;9.65;2.00
01290LICCN1A;1301LICCN1A;101979;130;1;1171;701_092_M;10.00;10.00;4.75
01291LICCN1A;1301LICCN1A;101979;130;1;1172;701_092_PPI;8.00;1.00;6.00
01292LSISN2A;1255LSISN2A;101985;125;5;1191;705_092_BD;9.00;3.00;8.50
01293LSISN2A;1255LSISN2A;101985;125;5;1192;705_092_ESO;8.00;8.5;9.65
01294LSISN2A;1255LSISN2A;101985;125;5;1193;705_092_PO;9.00;10.00;6.00
01295LSISN2A;1255LSISN2A;101985;125;5;1194;705_092_PPI;4.00;6.00;7.00
01296LSISN2A;1255LSISN2A;101985;125;5;1195;705_092_TPR;0.00;6.00;10.00
01297BMATN1A;1231BMATN1A;101988;123;1;1225;1261225ES1;1.00;4.75;1.00
01298BSGIN2A;1341BSGIN2A;101995;134;1;1168;701_092_AP;9.00;4.75;8.50
01299BSGIN2A;1341BSGIN2A;101995;134;1;1169;701_092_IB;7.5;6.00;5.00
01300BSGIN2A;1341BSGIN2A;101995;134;1;1170;701_092_LP;8.00;1.00;6.00
01301BSGIN2A;1341BSGIN2A;101995;134;1;1171;701_092_M;3.5;10.00;2.00
01302BSGIN2A;1341BSGIN2A;101995;134;1;1172;701_092_PPI;6.00;7.00;4.75
01303LCCTN1A;1228LCCTN1A;102003;122;8;697;308_081_A;3.5;6.00;5.00
01304LCCTN1A;1228LCCTN1A;102003;122;8;698;308_081_CS;4.00;6.00;5.00
01305LCCTN1A;1228LCCTN1A;102003;122;8;699;308_081_C;2.00;5.00;8.50
01306LCCTN1A;1228LCCTN1A;102003;122;8;700;308_081_PC;8.00;1.00;2.00
01307LCCTN1A;1228LCCTN1A;102003;122;8;701;308_081_TCC;4.00;3.00;8.50
01308LCCTN1A;1224LCCTN1A;102004;122;4;676;304_081_CPO;4.00;7.00;2.00
01309LCCTN1A;1224LCCTN1A;102004;122;4;677;304_081_E;0.00;1.00;3.00
01310LCCTN1A;1224LCCTN1A;102004;122;4;678;304_081_FE;10.00;1.00;7.00
01311LCCTN1A;1224LCCTN1A;102004;122;4;679;304_081_LT;0.00;4.75;2.00
01312LCCTN1A;1224LCCTN1A;102004;122;4;680;304_081_PPI;7.5;9.65;5.00
01313LCCTN1A;1224LCCTN1A;102004;122;4;681;304_081_PO;10.00;10.00;3.00
01314LADMN1A;1202LADMN1A;102005;120;2;505;102_092_CG;6.00;1.00;10.00
01315LADMN1A;1202LADMN1A;102005;120;2;506;102_092_LP;6.00;5.00;9.65
01316LADMN1A;1202LADMN1A;102005;120;2;507;102_092_M;2.00;3.00;2.00
01317LADMN1A;1202LADMN1A;102005;120;2;508;102_092_PPI;4.00;5.00;4.75
01318LADMN1A;1202LADMN1A;102005;120;2;509;102_092_TGA;5.25;10.00;0.50
01319LMATN2A;1231LMATN2A;102007;123;1;1245;1261245LED;8.00;8.5;6.00
01320BADMN2A;1203BADMN2A;102023;120;3;515;103_092_CO;2.00;6.00;7.00
01321BADMN2A;1203BADMN2A;102023;120;3;516;103_092_E;3.5;5.00;0.50
01322BADMN2A;1203BADMN2A;102023;120;3;517;103_092_LT;2.00;10.00;3.00
01323BADMN2A;1203BADMN2A;102023;120;3;518;103_092_M;10.00;2.00;8.50
01324BADMN2A;1203BADMN2A;102023;120;3;519;103_092_PPI;7.5;10.00;9.65
01325BADMN2A;1203BADMN2A;102023;120;3;520;103_092_SO;4.00;9.65;0.50
01326LBDDM2A;1272LBDDM2A;102029;127;2;589;823B_092_FBD;4.00;7.00;3.00
01327LBDDM2A;1272LBDDM2A;102029;127;2;590;823B_092_FSO;1.00;7.00;9.65
01328LBDDM2A;1272LBDDM2A;102029;127;2;591;823B_092_ICSOR;3.5;1.00;3.00
01329LBDDM2A;1272LBDDM2A;102029;127;2;592;823B_092_ICS;7.5;5.00;5.00
01330LBDDM2A;1272LBDDM2A;102029;127;2;593;823B_092_PPI;3.5;8.5;8.50
01331BMATM1A;1231BMATM1A;102030;123;1;1241;1261241INT;2.00;10.00;2.00
01332BMATN1A;1238BMATN1A;102038;123;8;1213;1261213ALG;5.25;5.00;4.75
01333BLIPN2A;1371BLIPN2A;102043;137;1;1168;701_092_AP;9.00;3.00;5.00
01334BLIPN2A;1371BLIPN2A;102043;137;1;1169;701_092_IB;9.00;2.00;7.00
01335BLIPN2A;1371BLIPN2A;102043;137;1;1170;701_092_LP;9.00;5.00;3.00
01336BLIPN2A;1371BLIPN2A;102043;137;1;1171;701_092_M;10.00;5.00;3.00
01337BLIPN2A;1371BLIPN2A;102043;137;1;1172;701_092_PPI;3.5;5.00;7.00
01338BMATN1A;1238BMATN1A;102067;123;8;1213;1261213ALG;2.00;1.00;7.00
01339LSISN2A;1254LSISN2A;102074;125;4;1184;704_092_BD;3.5;10.00;3.00
01340LSISN2A;1254LSISN2A;102074;125;4;1190;704_092_ES;2.00;8.5;4.75
01341LSISN2A;1254LSISN2A;102074;125;4;1186;704_092_E;9.00;7.00;2.00
01342LSISN2A;1254LSISN2A;102074;125;4;1187;704_092_MPN;1.00;10.00;4.75
01343LSISN2A;1254LSISN2A;102074;125;4;1188;704_092_PPI;6.00;9.65;9.65
01344LSISN2A;1254LSISN2A;102074;125;4;1189;704_092_TP;5.25;4.75;8.50
01345LADMN1A;1204LADMN1A;102126;120;4;521;104_081_ADF;5.25;3.00;7.00
01346LADMN1A;1204LADMN1A;102126;120;4;522;104_081_CO;10.00;10.00;5.00
01347LADMN1A;1204LADMN1A;102126;120;4;523;104_081_DEM;2.00;9.65;5.00
01348LADMN1A;1204LADMN1A;102126;120;4;524;104_081_E;8.00;9.65;8.50
01349LADMN1A;1204LADMN1A;102126;120;4;525;104_081_M;1.00;2.00;2.00
01350LADMN1A;1204LADMN1A;102126;120;4;526;104_081_PPIN;4.00;6.00;3.00
01351BREDN1A;1322BREDN1A;102127;132;2;1079;821B_092_101_CR;2.00;7.00;2.00
01352BREDN1A;1322BREDN1A;102127;132;2;1080;821B_092_101_FIE;2.00;2.00;3.00
01353BREDN1A;1322BREDN1A;102127;132;2;1081;821B_092_101_FSO;7.5;2.00;7.00
01354BREDN1A;1322BREDN1A;102127;132;2;1082;821B_092_101_ICSO;0.00;3.00;2.00
01355BREDN1A;1322BREDN1A;102127;132;2;1083;821B_092_101_PPI;7.5;9.65;5.00
01356BPEDN2A;1245BPEDN2A;102133;124;5;1042;505_081_CM;8.00;3.00;10.00
01357BPEDN2A;1245BPEDN2A;102133;124;5;1043;505_081_D;7.5;8.5;10.00
01358BPEDN2A;1245BPEDN2A;102133;124;5;1044;505_081_FP;0.00;7.00;10.00
01359BPEDN2A;1245BPEDN2A;102133;124;5;1045;505_081_FEL;0.00;10.00;0.50
01360BPEDN2A;1245BPEDN2A;102133;124;5;1046;505_081_PPI;4.00;6.00;10.00
01361LCCTN2A;1222LCCTN2A;102137;122;2;661;302_092_CI;2.00;1.00;1.00
01362LCCTN2A;1222LCCTN2A;102137;122;2;662;302_092_FA;7.5;5.00;0.50
01363LCCTN2A;1222LCCTN2A;102137;122;2;663;302_092_LP;7.5;6.00;9.65
01364LCCTN2A;1222LCCTN2A;102137;122;2;664;302_092_MF;5.25;9.65;9.65
01365LCCTN2A;1222LCCTN2A;102137;122;2;665;302_092_PPI;5.25;7.00;0.50
01366BREDN1A;1321BREDN1A;102143;132;1;1069;821A_101_FCD;10.00;8.5;1.00
01367BREDN1A;1321BREDN1A;102143;132;1;1070;821A_101_IA;7.5;2.00;8.50
01368BREDN1A;1321BREDN1A;102143;132;1;1071;821A_101_LP;8.00;4.75;8.50
01369BREDN1A;1321BREDN1A;102143;132;1;1072;821A_101_MQ;5.25;8.5;5.00
01370BREDN1A;1321BREDN1A;102143;132;1;1073;821A_101_PPI;4.00;8.5;0.50
01371BPEDN2A;1245BPEDN2A;102149;124;5;1042;505_081_CM;9.00;9.65;1.00
01372BPEDN2A;1245BPEDN2A;102149;124;5;1043;505_081_D;4.00;3.00;9.65
01373BPEDN2A;1245BPEDN2A;102149;124;5;1044;505_081_FP;8.00;10.00;8.50
01374BPEDN2A;1245BPEDN2A;102149;124;5;1045;505_081_FEL;4.00;7.00;1.00
01375BPEDN2A;1245BPEDN2A;102149;124;5;1046;505_081_PPI;8.00;1.00;5.00
01376LSISN2A;1258LSISN2A;102151;125;8;1207;708_081_ELTI;10.00;8.5;3.00
01377LSISN2A;1258LSISN2A;102151;125;8;1208;708_081_GTI;0.00;9.65;1.00
01378LSISN2A;1258LSISN2A;102151;125;8;1209;708_081_IE;9.00;9.65;2.00
01379LSISN2A;1258LSISN2A;102151;125;8;1210;708_081_PN;8.00;10.00;1.00
01380LSISN2A;1258LSISN2A;102151;125;8;1211;708_081_STI;10.00;10.00;8.50
01381LSISN2A;1258LSISN2A;102151;125;8;1212;708_081_TCC;10.00;8.5;3.00
01382LICCN1A;1301LICCN1A;102158;130;1;1168;701_092_AP;1.00;6.00;9.65
01383LICCN1A;1301LICCN1A;102158;130;1;1169;701_092_IB;1.00;10.00;1.00
01384LICCN1A;1301LICCN1A;102158;130;1;1170;701_092_LP;1.00;4.75;0.50
01385LICCN1A;1301LICCN1A;102158;130;1;1171;701_092_M;0.00;6.00;2.00
01386LICCN1A;1301LICCN1A;102158;130;1;1172;701_092_PPI;2.00;7.00;10.00
01387LSIDN1A;1351LSIDN1A;102163;135;1;1168;701_092_AP;1.00;4.75;7.00
01388LSIDN1A;1351LSIDN1A;102163;135;1;1169;701_092_IB;10.00;2.00;5.00
01389LSIDN1A;1351LSIDN1A;102163;135;1;1170;701_092_LP;8.00;2.00;8.50
01390LSIDN1A;1351LSIDN1A;102163;135;1;1171;701_092_M;2.00;4.75;9.65
01391LSIDN1A;1351LSIDN1A;102163;135;1;1172;701_092_PPI;10.00;7.00;0.50
01392BMATM2A;1237BMATM2A;102170;123;7;1214;1261214ÁLL;2.00;3.00;6.00
01393LCCTN2A;1228LCCTN2A;102175;122;8;697;308_081_A;5.25;6.00;4.75
01394LCCTN2A;1228LCCTN2A;102175;122;8;698;308_081_CS;8.00;9.65;1.00
01395LCCTN2A;1228LCCTN2A;102175;122;8;699;308_081_C;5.25;7.00;6.00
01396LCCTN2A;1228LCCTN2A;102175;122;8;700;308_081_PC;4.00;10.00;6.00
01397LCCTN2A;1228LCCTN2A;102175;122;8;701;308_081_TCC;8.00;1.00;4.75
01398BJGDN1A;1311BJGDN1A;102179;131;1;1168;701_092_AP;6.00;3.00;7.00
01399BJGDN1A;1311BJGDN1A;102179;131;1;1169;701_092_IB;7.5;9.65;8.50
01400BJGDN1A;1311BJGDN1A;102179;131;1;1170;701_092_LP;6.00;10.00;4.75
01401BJGDN1A;1311BJGDN1A;102179;131;1;1171;701_092_M;8.00;9.65;5.00
01402BJGDN1A;1311BJGDN1A;102179;131;1;1172;701_092_PPI;5.25;2.00;3.00
01403LPEDN1A;1244LPEDN1A;102182;124;4;1037;504_081_CP;1.00;5.00;1.00
01404LPEDN1A;1244LPEDN1A;102182;124;4;1038;504_081_EJA;7.5;10.00;1.00
01405LPEDN1A;1244LPEDN1A;102182;124;4;1039;504_081_EFEB;4.00;6.00;4.75
01406LPEDN1A;1244LPEDN1A;102182;124;4;1040;504_081_GE;7.5;5.00;1.00
01407LPEDN1A;1244LPEDN1A;102182;124;4;1041;504_081_PPI;2.00;7.00;2.00
01408BMATM2A;1235BMATM2A;102186;123;5;1220;1261220CÁA;3.5;4.75;8.50
01409LADMN1A;1201LADMN1A;102201;120;1;500;101_092_FA;5.25;4.75;2.00
01410LADMN1A;1201LADMN1A;102201;120;1;501;101_092_IB;9.00;6.00;4.75
01411LADMN1A;1201LADMN1A;102201;120;1;502;101_092_LP;4.00;5.00;2.00
01412LADMN1A;1201LADMN1A;102201;120;1;503;101_092_M;2.00;7.00;1.00
01413LADMN1A;1201LADMN1A;102201;120;1;504;101_092_PPI;6.00;1.00;1.00
01414BJGDN1A;1311BJGDN1A;102207;131;1;1168;701_092_AP;4.00;2.00;0.50
01415BJGDN1A;1311BJGDN1A;102207;131;1;1169;701_092_IB;3.5;1.00;7.00
01416BJGDN1A;1311BJGDN1A;102207;131;1;1170;701_092_LP;0.00;5.00;2.00
01417BJGDN1A;1311BJGDN1A;102207;131;1;1171;701_092_M;2.00;7.00;1.00
01418BJGDN1A;1311BJGDN1A;102207;131;1;1172;701_092_PPI;1.00;7.00;9.65
01419LPEDM2A;1243LPEDM2A;102216;124;3;1031;503_092_EI;4.00;5.00;0.50
01420LPEDM2A;1243LPEDM2A;102216;124;3;1032;503_092_LI;10.00;6.00;1.00
01421LPEDM2A;1243LPEDM2A;102216;124;3;1033;503_092_PE;6.00;4.75;4.75
01422LPEDM2A;1243LPEDM2A;102216;124;3;1034;503_092_PPI;9.00;1.00;6.00
01423LPEDM2A;1243LPEDM2A;102216;124;3;1035;503_092_PD;9.00;6.00;0.50
01424LPEDM2A;1243LPEDM2A;102216;124;3;1036;503_092_TE;4.00;1.00;5.00
01425LREDM2A;1322LREDM2A;102252;132;2;1079;821B_092_101_CR;9.00;10.00;9.65
01426LREDM2A;1322LREDM2A;102252;132;2;1080;821B_092_101_FIE;3.5;7.00;3.00
01427LREDM2A;1322LREDM2A;102252;132;2;1081;821B_092_101_FSO;10.00;7.00;2.00
01428LREDM2A;1322LREDM2A;102252;132;2;1082;821B_092_101_ICSO;1.00;10.00;8.50
01429LREDM2A;1322LREDM2A;102252;132;2;1083;821B_092_101_PPI;6.00;8.5;9.65
01430BMATM1A;1236BMATM1A;102255;123;6;1219;1261219AEC;5.25;1.00;7.00
01431LREDN2A;1322LREDN2A;102271;132;2;1079;821B_092_101_CR;9.00;3.00;2.00
01432LREDN2A;1322LREDN2A;102271;132;2;1080;821B_092_101_FIE;8.00;5.00;5.00
01433LREDN2A;1322LREDN2A;102271;132;2;1081;821B_092_101_FSO;8.00;7.00;5.00
01434LREDN2A;1322LREDN2A;102271;132;2;1082;821B_092_101_ICSO;5.25;7.00;2.00
01435LREDN2A;1322LREDN2A;102271;132;2;1083;821B_092_101_PPI;8.00;4.75;0.50
01436BMATN2A;1231BMATN2A;102274;123;1;1216;1261216AEB;2.00;10.00;10.00
01437LMATN2A;1231LMATN2A;102278;123;1;1245;1261245LED;5.25;1.00;7.00
01438LADMM1A;1206LADMM1A;102281;120;6;532;106_081_FC;9.00;2.00;10.00
01439LADMM1A;1206LADMM1A;102281;120;6;538;106_081_GPE;4.00;9.65;6.00
01440LADMM1A;1206LADMM1A;102281;120;6;534;106_081_LE;0.00;1.00;8.50
01441LADMM1A;1206LADMM1A;102281;120;6;535;106_081_M;8.00;10.00;3.00
01442LADMM1A;1206LADMM1A;102281;120;6;536;106_081_MF;8.00;7.00;9.65
01443LADMM1A;1206LADMM1A;102281;120;6;539;106_081_PPIN;3.5;9.65;0.50
01444BMATM2A;1235BMATM2A;102293;123;5;1220;1261220CÁA;6.00;3.00;5.00
01445LPEDN1A;1246LPEDN1A;102294;124;6;1047;506_081_AA;2.00;2.00;1.00
01446LPEDN1A;1246LPEDN1A;102294;124;6;1048;506_081_MEC;0.00;2.00;0.50
01447LPEDN1A;1246LPEDN1A;102294;124;6;1049;506_081_MEG;10.00;1.00;2.00
01448LPEDN1A;1246LPEDN1A;102294;124;6;1050;506_081_MEM;5.25;8.5;6.00
01449LPEDN1A;1246LPEDN1A;102294;124;6;1051;506_081_TCC;6.00;10.00;1.00
01450LPEDN1A;1246LPEDN1A;102294;124;6;1052;506_081_PPI;10.00;7.00;9.65
01451BMATM2A;1237BMATM2A;102296;123;7;1214;1261214ÁLL;1.00;5.00;1.00
01452LADMN1A;1202LADMN1A;102303;120;2;505;102_092_CG;0.00;8.5;0.50
01453LADMN1A;1202LADMN1A;102303;120;2;506;102_092_LP;7.5;5.00;9.65
01454LADMN1A;1202LADMN1A;102303;120;2;507;102_092_M;2.00;10.00;7.00
01455LADMN1A;1202LADMN1A;102303;120;2;508;102_092_PPI;8.00;4.75;8.50
01456LADMN1A;1202LADMN1A;102303;120;2;509;102_092_TGA;9.00;5.00;5.00
01457BJGDN1A;1311BJGDN1A;102306;131;1;1168;701_092_AP;9.00;6.00;2.00
01458BJGDN1A;1311BJGDN1A;102306;131;1;1169;701_092_IB;7.5;2.00;9.65
01459BJGDN1A;1311BJGDN1A;102306;131;1;1170;701_092_LP;3.5;3.00;3.00
01460BJGDN1A;1311BJGDN1A;102306;131;1;1171;701_092_M;0.00;4.75;5.00
01461BJGDN1A;1311BJGDN1A;102306;131;1;1172;701_092_PPI;6.00;2.00;10.00
01462LPEDN2A;1245LPEDN2A;102308;124;5;1042;505_081_CM;0.00;3.00;5.00
01463LPEDN2A;1245LPEDN2A;102308;124;5;1043;505_081_D;4.00;10.00;8.50
01464LPEDN2A;1245LPEDN2A;102308;124;5;1044;505_081_FP;6.00;3.00;3.00
01465LPEDN2A;1245LPEDN2A;102308;124;5;1045;505_081_FEL;9.00;5.00;0.50
01466LPEDN2A;1245LPEDN2A;102308;124;5;1046;505_081_PPI;10.00;5.00;10.00
01467BADMN1A;1204BADMN1A;102314;120;4;521;104_081_ADF;1.00;5.00;4.75
01468BADMN1A;1204BADMN1A;102314;120;4;522;104_081_CO;3.5;2.00;2.00
01469BADMN1A;1204BADMN1A;102314;120;4;523;104_081_DEM;5.25;6.00;7.00
01470BADMN1A;1204BADMN1A;102314;120;4;524;104_081_E;10.00;9.65;6.00
01471BADMN1A;1204BADMN1A;102314;120;4;525;104_081_M;5.25;6.00;7.00
01472BADMN1A;1204BADMN1A;102314;120;4;526;104_081_PPIN;5.25;3.00;7.00
01473LREDN2A;1322LREDN2A;102342;132;2;1079;821B_092_101_CR;5.25;10.00;1.00
01474LREDN2A;1322LREDN2A;102342;132;2;1080;821B_092_101_FIE;9.00;2.00;1.00
01475LREDN2A;1322LREDN2A;102342;132;2;1081;821B_092_101_FSO;2.00;9.65;4.75
01476LREDN2A;1322LREDN2A;102342;132;2;1082;821B_092_101_ICSO;9.00;1.00;7.00
01477LREDN2A;1322LREDN2A;102342;132;2;1083;821B_092_101_PPI;1.00;4.75;8.50
01478LADMN2A;1206LADMN2A;102348;120;6;532;106_081_FC;5.25;9.65;0.50
01479LADMN2A;1206LADMN2A;102348;120;6;538;106_081_GPE;2.00;2.00;0.50
01480LADMN2A;1206LADMN2A;102348;120;6;534;106_081_LE;6.00;1.00;7.00
01481LADMN2A;1206LADMN2A;102348;120;6;535;106_081_M;10.00;10.00;8.50
01482LADMN2A;1206LADMN2A;102348;120;6;536;106_081_MF;1.00;6.00;10.00
01483LADMN2A;1206LADMN2A;102348;120;6;539;106_081_PPIN;7.5;3.00;9.65
01484BMATN2A;1238BMATN2A;102358;123;8;1248;1261248MED;10.00;3.00;10.00
01485BMATN1A;1238BMATN1A;102360;123;8;1213;1261213ALG;2.00;8.5;10.00
01486LSISN2A;1251LSISN2A;102369;125;1;1168;701_092_AP;10.00;2.00;0.50
01487LSISN2A;1251LSISN2A;102369;125;1;1169;701_092_IB;6.00;3.00;2.00
01488LSISN2A;1251LSISN2A;102369;125;1;1170;701_092_LP;4.00;9.65;2.00
01489LSISN2A;1251LSISN2A;102369;125;1;1171;701_092_M;8.00;5.00;9.65
01490LSISN2A;1251LSISN2A;102369;125;1;1172;701_092_PPI;9.00;10.00;6.00
01491LADMN1A;1204LADMN1A;102386;120;4;521;104_081_ADF;9.00;6.00;8.50
01492LADMN1A;1204LADMN1A;102386;120;4;522;104_081_CO;1.00;8.5;2.00
01493LADMN1A;1204LADMN1A;102386;120;4;523;104_081_DEM;9.00;2.00;3.00
01494LADMN1A;1204LADMN1A;102386;120;4;524;104_081_E;10.00;2.00;2.00
01495LADMN1A;1204LADMN1A;102386;120;4;525;104_081_M;3.5;1.00;8.50
01496LADMN1A;1204LADMN1A;102386;120;4;526;104_081_PPIN;3.5;7.00;5.00
01497BMATN2A;1236BMATN2A;102389;123;6;1241;1261241INT;2.00;7.00;2.00
01498LMATM2A;1238LMATM2A;102403;123;8;1226;1261226ES2;9.00;7.00;7.00
01499LMATN1A;1232LMATN1A;102406;123;2;1245;1261245LED;7.5;9.65;3.00
01500LSISN2A;1254LSISN2A;102415;125;4;1184;704_092_BD;10.00;2.00;0.50
01501LSISN2A;1254LSISN2A;102415;125;4;1190;704_092_ES;2.00;3.00;6.00
01502LSISN2A;1254LSISN2A;102415;125;4;1186;704_092_E;4.00;8.5;3.00
01503LSISN2A;1254LSISN2A;102415;125;4;1187;704_092_MPN;2.00;5.00;9.65
01504LSISN2A;1254LSISN2A;102415;125;4;1188;704_092_PPI;8.00;6.00;0.50
01505LSISN2A;1254LSISN2A;102415;125;4;1189;704_092_TP;4.00;8.5;7.00
01506LPEDN1A;1244LPEDN1A;102416;124;4;1037;504_081_CP;0.00;2.00;2.00
01507LPEDN1A;1244LPEDN1A;102416;124;4;1038;504_081_EJA;0.00;7.00;7.00
01508LPEDN1A;1244LPEDN1A;102416;124;4;1039;504_081_EFEB;3.5;7.00;10.00
01509LPEDN1A;1244LPEDN1A;102416;124;4;1040;504_081_GE;10.00;3.00;8.50
01510LPEDN1A;1244LPEDN1A;102416;124;4;1041;504_081_PPI;8.00;2.00;5.00
01511LPEDN1A;1247LPEDN1A;102428;124;7;1058;507_081_APMD;4.00;8.5;6.00
01512LPEDN1A;1247LPEDN1A;102428;124;7;1059;507_081_FI;7.5;1.00;2.00
01513LPEDN1A;1247LPEDN1A;102428;124;7;1060;507_081_MA;10.00;5.00;8.50
01514LPEDN1A;1247LPEDN1A;102428;124;7;1061;507_081_MEH;10.00;6.00;8.50
01515LPEDN1A;1247LPEDN1A;102428;124;7;1062;507_081_TCC;2.00;3.00;6.00
01516LPEDN1A;1247LPEDN1A;102428;124;7;1063;507_081_PPI;6.00;2.00;5.00
01517LMATM1A;1235LMATM1A;102434;123;5;1217;1261217ASE;9.00;7.00;9.65
01518BREDN1A;1321BREDN1A;102437;132;1;1069;821A_101_FCD;9.00;10.00;6.00
01519BREDN1A;1321BREDN1A;102437;132;1;1070;821A_101_IA;9.00;4.75;7.00
01520BREDN1A;1321BREDN1A;102437;132;1;1071;821A_101_LP;3.5;7.00;9.65
01521BREDN1A;1321BREDN1A;102437;132;1;1072;821A_101_MQ;4.00;2.00;9.65
01522BREDN1A;1321BREDN1A;102437;132;1;1073;821A_101_PPI;8.00;6.00;4.75
01523BMATN1A;1232BMATN1A;102441;123;2;1215;1261215ACP;6.00;4.75;8.50
01524BMATM2A;1238BMATM2A;102460;123;8;1240;1261240INE;3.5;6.00;5.00
01525LMATM2A;1232LMATM2A;102462;123;2;1231;1261231FDV;10.00;6.00;6.00
01526LREDM1A;1322LREDM1A;102468;132;2;1079;821B_092_101_CR;10.00;6.00;1.00
01527LREDM1A;1322LREDM1A;102468;132;2;1080;821B_092_101_FIE;1.00;8.5;4.75
01528LREDM1A;1322LREDM1A;102468;132;2;1081;821B_092_101_FSO;3.5;5.00;3.00
01529LREDM1A;1322LREDM1A;102468;132;2;1082;821B_092_101_ICSO;5.25;3.00;4.75
01530LREDM1A;1322LREDM1A;102468;132;2;1083;821B_092_101_PPI;0.00;2.00;2.00
01531BADMN1A;1203BADMN1A;102471;120;3;515;103_092_CO;1.00;6.00;0.50
01532BADMN1A;1203BADMN1A;102471;120;3;516;103_092_E;4.00;1.00;10.00
01533BADMN1A;1203BADMN1A;102471;120;3;517;103_092_LT;5.25;7.00;9.65
01534BADMN1A;1203BADMN1A;102471;120;3;518;103_092_M;3.5;2.00;1.00
01535BADMN1A;1203BADMN1A;102471;120;3;519;103_092_PPI;2.00;8.5;5.00
01536BADMN1A;1203BADMN1A;102471;120;3;520;103_092_SO;4.00;8.5;6.00
01537LPEDN2A;1243LPEDN2A;102477;124;3;1031;503_092_EI;2.00;6.00;10.00
01538LPEDN2A;1243LPEDN2A;102477;124;3;1032;503_092_LI;1.00;9.65;8.50
01539LPEDN2A;1243LPEDN2A;102477;124;3;1033;503_092_PE;9.00;2.00;9.65
01540LPEDN2A;1243LPEDN2A;102477;124;3;1034;503_092_PPI;8.00;1.00;10.00
01541LPEDN2A;1243LPEDN2A;102477;124;3;1035;503_092_PD;2.00;8.5;5.00
01542LPEDN2A;1243LPEDN2A;102477;124;3;1036;503_092_TE;0.00;7.00;7.00
01543LPEDN1A;1242LPEDN1A;102492;124;2;1019;502_092_FE;7.5;2.00;9.65
01544LPEDN1A;1242LPEDN1A;102492;124;2;1020;502_092_LP;7.5;10.00;0.50
01545LPEDN1A;1242LPEDN1A;102492;124;2;1021;502_092_PEN;6.00;6.00;7.00
01546LPEDN1A;1242LPEDN1A;102492;124;2;1022;502_092_PPI;10.00;3.00;10.00
01547LPEDN1A;1242LPEDN1A;102492;124;2;1023;502_092_PE;7.5;2.00;8.50
01548LPEDN1A;1242LPEDN1A;102492;124;2;1024;502_092_TE;3.5;1.00;5.00
01549LPEDN1A;1246LPEDN1A;102499;124;6;1047;506_081_AA;1.00;5.00;10.00
01550LPEDN1A;1246LPEDN1A;102499;124;6;1048;506_081_MEC;6.00;1.00;9.65
01551LPEDN1A;1246LPEDN1A;102499;124;6;1049;506_081_MEG;0.00;10.00;3.00
01552LPEDN1A;1246LPEDN1A;102499;124;6;1050;506_081_MEM;2.00;4.75;9.65
01553LPEDN1A;1246LPEDN1A;102499;124;6;1051;506_081_TCC;8.00;1.00;9.65
01554LPEDN1A;1246LPEDN1A;102499;124;6;1052;506_081_PPI;6.00;2.00;10.00
01555LREDN2A;1324LREDN2A;102500;132;4;1088;821D_092_PPI;3.5;2.00;10.00
01556LREDN2A;1324LREDN2A;102500;132;4;1089;821D_092_SIER;10.00;9.65;0.50
01557LREDN2A;1324LREDN2A;102500;132;4;1090;821D_092_TGMAD;9.00;10.00;8.50
01558LREDN2A;1324LREDN2A;102500;132;4;1091;821D_092_TRGIE;2.00;8.5;0.50
01559LMATN1A;1235LMATN1A;102528;123;5;1213;1261213ALG;6.00;9.65;4.75
01560LMATM2A;1236LMATM2A;102531;123;6;1242;1261242IAA;2.00;8.5;8.50
01561LMATN2A;1233LMATN2A;102534;123;3;1246;1261246MEC;7.5;8.5;7.00
01562LMATM2A;1233LMATM2A;102535;123;3;1236;1261236GEV;4.00;6.00;4.75
01563LPEDN2A;1247LPEDN2A;102539;124;7;1058;507_081_APMD;4.00;5.00;4.75
01564LPEDN2A;1247LPEDN2A;102539;124;7;1059;507_081_FI;1.00;9.65;7.00
01565LPEDN2A;1247LPEDN2A;102539;124;7;1060;507_081_MA;2.00;8.5;1.00
01566LPEDN2A;1247LPEDN2A;102539;124;7;1061;507_081_MEH;3.5;1.00;9.65
01567LPEDN2A;1247LPEDN2A;102539;124;7;1062;507_081_TCC;0.00;1.00;1.00
01568LPEDN2A;1247LPEDN2A;102539;124;7;1063;507_081_PPI;9.00;9.65;2.00
01569LPEDN2A;1247LPEDN2A;102568;124;7;1058;507_081_APMD;1.00;10.00;4.75
01570LPEDN2A;1247LPEDN2A;102568;124;7;1059;507_081_FI;8.00;3.00;0.50
01571LPEDN2A;1247LPEDN2A;102568;124;7;1060;507_081_MA;2.00;10.00;7.00
01572LPEDN2A;1247LPEDN2A;102568;124;7;1061;507_081_MEH;2.00;5.00;2.00
01573LPEDN2A;1247LPEDN2A;102568;124;7;1062;507_081_TCC;8.00;2.00;1.00
01574LPEDN2A;1247LPEDN2A;102568;124;7;1063;507_081_PPI;10.00;1.00;5.00
01575BMATN1A;1237BMATN1A;102579;123;7;1218;1261218ATC;6.00;8.5;2.00
01576LREDN2A;1324LREDN2A;102580;132;4;1088;821D_092_PPI;2.00;5.00;3.00
